 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000            1000              -0               3          4.8840;
     1    0.009            1000              84               8          0.2973;
     2    0.018            1000             241              11         -0.7234;
     3    0.027            1000             347              10          0.0311;
     4    0.035            1000             439              22          0.0910;
     5    0.044            1000             508              35          0.4487;
     6    0.053            1000             575              58          0.2295;
     7    0.062            1000             625              87          0.5238;
     8    0.071            1000             673             126          0.3278;
     9    0.080            1000             711             170          0.5684;
    10    0.089            1000             742             222          0.5714;
    11    0.097            1000             770             280          0.5263;
    12    0.106            1000             795             344          0.5708;
    13    0.115            1000             816             411          0.5507;
    14    0.124            1000             836             483          0.5684;
    15    0.133            1000             852             557          0.5580;
    16    0.142            1000             867             632          0.5488;
    17    0.151            1000             879             706          0.5470;
    18    0.159            1000             891             778          0.4982;
    19    0.168            1000             900             845          0.5849;
    20    0.177            1000             910             909          0.4988;
    21    0.186            1000             918             970          0.5458;
    22    0.195            1000             926            1023          0.5256;
    23    0.204            1000             932            1069          0.5354;
    24    0.213            1000             938            1105          0.5073;
    25    0.221            1000             943            1132          0.4853;
    26    0.230            1000             948            1150          0.4982;
    27    0.239            1000             952            1159          0.4915;
    28    0.248            1000             956            1161          0.5287;
    29    0.257            1000             960            1155          0.4579;
    30    0.266            1000             962            1142          0.5238;
    31    0.274            1000             964            1123          0.5409;
    32    0.283            1000             965            1098          0.5446;
    33    0.292            1000             966            1069          0.5446;
    34    0.301            1000             967            1035          0.5806;
    35    0.310            1000             967            1000          0.5586;
    36    0.319            1000             968             964          0.5617;
    37    0.328            1000             968             928          0.5794;
    38    0.336            1000             968             892          0.5812;
    39    0.345            1000             967             858          0.6893;
    40    0.354            1000             967             825          0.5910;
    41    0.363            1000             966             796          0.6178;
    42    0.372            1000             965             769          0.6221;
    43    0.381            1000             965             745          0.6074;
    44    0.390            1000             964             726          0.6905;
    45    0.398            1000             962             713          0.6459;
    46    0.407            1000             962             705          0.6227;
    47    0.416            1000             962             702          0.6239;
    48    0.425            1000             962             702          0.6258;
    49    0.434            1000             962             707          0.6368;
    50    0.443            1000             960             716          0.6716;
    51    0.452            1000             960             727          0.6404;
    52    0.460            1000             962             741          0.5354;
    53    0.469            1000             963             756          0.6123;
    54    0.478            1000             962             772          0.7375;
    55    0.487            1000             962             787          0.6398;
    56    0.496            1000             963             801          0.5702;
    57    0.505            1000             964             814          0.5360;
    58    0.514            1000             964             826          0.6325;
    59    0.522            1000             964             837          0.6337;
    60    0.531            1000             964             846          0.6221;
    61    0.540            1000             966             854          0.6007;
    62    0.549            1000             966             860          0.6245;
    63    0.558            1000             966             864          0.6300;
    64    0.567            1000             966             865          0.6319;
    65    0.576            1000             966             865          0.6288;
    66    0.584            1000             968             864          0.5403;
    67    0.593            1000             968             860          0.6264;
    68    0.602            1000             968             856          0.6276;
    69    0.611            1000             968             853          0.6288;
    70    0.620            1000             968             850          0.6300;
    71    0.629            1000             968             848          0.6221;
    72    0.638            1000             969             847          0.5604;
    73    0.646            1000             970             847          0.6038;
    74    0.655            1000             970             847          0.6258;
    75    0.664            1000             970             847          0.6270;
    76    0.673            1000             970             849          0.6282;
    77    0.682            1000             970             849          0.6294;
    78    0.691            1000             970             849          0.6306;
    79    0.699            1000             970             849          0.6276;
    80    0.708            1000             972             849          0.5348;
    81    0.717            1000             972             849          0.6209;
    82    0.726            1000             972             849          0.6264;
    83    0.735            1000             971             849          0.7344;
    84    0.744            1000             972             849          0.5647;
    85    0.753            1000             973             849          0.5519;
    86    0.761            1000             973             849          0.6264;
    87    0.770            1000             973             849          0.6270;
    88    0.779            1000             973             849          0.6282;
    89    0.788            1000             973             849          0.6294;
    90    0.797            1000             973             849          0.6306;
    91    0.806            1000             973             849          0.6276;
    92    0.815            1000             973             849          0.6282;
    93    0.823            1000             973             849          0.6282;
    94    0.832            1000             974             849          0.6245;
    95    0.841            1000             974             849          0.6288;
    96    0.850            1000             974             849          0.6252;
    97    0.859            1000             974             849          0.6300;
    98    0.868            1000             974             849          0.6349;
    99    0.877            1000             974             849          0.6361;
   100    0.885            1000             974             849          0.6331;
   101    0.894            1000             974             849          0.6337;
   102    0.903            1000             974             849          0.6343;
   103    0.912            1000             974             849          0.6343;
   104    0.921            1000             975             849          0.5904;
   105    0.930            1000             975             849          0.6276;
   106    0.939            1000             976             849          0.6276;
   107    0.947            1000             976             849          0.6276;
   108    0.956            1000             976             849          0.6361;
   109    0.965            1000             976             849          0.6374;
   110    0.974            1000             976             849          0.6380;
   111    0.983            1000             976             849          0.6392;
   112    0.992            1000             976             849          0.6355;
   113    1.001            1000             976             849          0.6361;
   114    1.009            1000             978             849          0.6184;
   115    1.018            1000             978             849          0.6209;
   116    1.027            1000             978             849          0.6343;
   117    1.036            1000             978             849          0.6355;
   118    1.045            1000             978             849          0.6361;
