 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000            1000               0               0          0.0000;
     1    0.009            1000              55               2          2.3816;
     2    0.018            1000             257               5         -3.0269;
     3    0.027            1000             293               1          3.1447;
     4    0.035            1000             434              20         -2.4957;
     5    0.044            1000             467              27          2.6117;
     6    0.053            1000             555              53         -1.1679;
     7    0.062            1000             606              77          1.2582;
     8    0.071            1000             642             116          0.1648;
     9    0.080            1000             698             159          0.2772;
    10    0.089            1000             710             209          1.0720;
    11    0.097            1000             766             269         -0.4768;
    12    0.106            1000             767             330          1.6777;
    13    0.115            1000             811             403         -0.4725;
    14    0.124            1000             813             473          1.5214;
    15    0.133            1000             844             551         -0.2698;
    16    0.142            1000             856             625          0.9084;
    17    0.151            1000             867             702          0.2186;
    18    0.159            1000             887             775          0.4573;
    19    0.168            1000             888             846          0.6850;
    20    0.177            1000             907             912          0.1551;
    21    0.186            1000             908             971          0.7637;
    22    0.195            1000             921            1026          0.2173;
    23    0.204            1000             926            1073          0.6074;
    24    0.213            1000             934            1112          0.3040;
    25    0.221            1000             939            1142          0.5281;
    26    0.230            1000             946            1165          0.3767;
    27    0.239            1000             950            1177          0.4353;
    28    0.248            1000             955            1180          0.3828;
    29    0.257            1000             957            1174          0.4896;
    30    0.266            1000             961            1160          0.3950;
    31    0.274            1000             962            1139          0.5244;
    32    0.283            1000             966            1115          0.2717;
    33    0.292            1000             967            1087          0.5031;
    34    0.301            1000             967            1057          0.5049;
    35    0.310            1000             967            1023          0.5061;
    36    0.319            1000             970             987          0.3852;
    37    0.328            1000             969             951          0.6007;
    38    0.336            1000             967             915          0.5104;
    39    0.345            1000             970             879          0.4469;
    40    0.354            1000             967             845          0.6123;
    41    0.363            1000             966             815          0.5189;
    42    0.372            1000             968             787          0.4139;
    43    0.381            1000             965             762          0.6349;
    44    0.390            1000             963             743          0.5836;
    45    0.398            1000             965             730          0.5324;
    46    0.407            1000             965             723          0.5342;
    47    0.416            1000             962             721          0.6520;
    48    0.425            1000             963             723          0.5543;
    49    0.434            1000             965             730          0.4536;
    50    0.443            1000             960             741          0.7943;
    51    0.452            1000             962             755          0.3645;
    52    0.460            1000             965             770          0.5043;
    53    0.469            1000             960             786          0.7277;
    54    0.478            1000             965             802          0.2753;
    55    0.487            1000             966             817          0.6429;
    56    0.496            1000             962             832          0.6288;
    57    0.505            1000             967             844          0.3297;
    58    0.514            1000             967             856          0.5360;
    59    0.522            1000             963             866          0.6447;
    60    0.531            1000             970             875          0.3095;
    61    0.540            1000             967             883          0.7521;
    62    0.549            1000             967             889          0.4786;
