Time, Heater Temp[C], Heater Voltage[V], Sense Voltage[V], Fan Speed[%], Ambient Temp[C]
9:20:50 AM, 71.73, 167.1955, 0.4936, 35, 22.94
9:20:51 AM, 71.54, 167.1955, 0.5083, 35, 23.13
9:20:52 AM, 71.54, 166.9957, 0.5034, 35, 22.74
9:20:53 AM, 71.73, 167.1955, 0.5181, 35, 22.94
9:20:54 AM, 71.73, 167.1955, 0.4643, 35, 21.58
9:20:55 AM, 71.93, 167.3952, 0.4985, 31, 23.13
9:20:56 AM, 71.93, 167.5950, 0.4839, 35, 22.74
9:20:57 AM, 71.54, 167.1955, 0.4790, 35, 23.33
9:20:58 AM, 71.54, 167.1955, 0.4790, 31, 22.55
9:20:59 AM, 71.73, 167.1955, 0.5083, 35, 23.13
9:21:00 AM, 71.93, 167.1955, 0.5083, 31, 22.74
9:21:01 AM, 72.12, 167.3952, 0.4643, 35, 22.94
9:21:02 AM, 72.12, 167.7947, 0.4643, 35, 22.36
9:21:03 AM, 71.93, 167.5950, 0.4643, 35, 22.94
9:21:04 AM, 72.12, 167.5950, 0.4839, 35, 22.36
9:21:05 AM, 72.32, 167.7947, 0.4643, 35, 22.36
9:21:06 AM, 72.12, 167.9945, 0.4154, 35, 22.74
9:21:07 AM, 72.32, 169.7923, 0.4252, 35, 22.94
9:21:08 AM, 72.32, 167.9945, 0.4448, 35, 22.36
9:21:09 AM, 72.32, 168.1942, 0.4448, 31, 23.91
9:21:10 AM, 72.12, 168.1942, 0.4350, 35, 23.13
9:21:11 AM, 71.73, 167.7947, 0.4643, 35, 22.36
9:21:12 AM, 71.73, 167.3952, 0.5083, 31, 22.74
9:21:13 AM, 71.93, 167.1955, 0.4790, 35, 22.55
9:21:14 AM, 71.93, 167.5950, 0.4888, 31, 23.13
9:21:15 AM, 71.73, 167.7947, 0.4839, 35, 23.13
9:21:16 AM, 71.73, 166.3964, 0.5083, 35, 23.13
9:21:17 AM, 71.93, 167.1955, 0.4594, 31, 22.74
9:21:18 AM, 71.73, 167.5950, 0.4741, 35, 23.13
9:21:19 AM, 71.73, 167.1955, 0.5034, 35, 23.13
9:21:20 AM, 71.93, 166.5962, 0.5083, 35, 23.13
9:21:21 AM, 72.32, 167.5950, 0.4643, 35, 22.94
9:21:22 AM, 72.32, 170.3915, 0.4106, 35, 22.94
9:21:23 AM, 72.32, 168.3940, 0.4252, 31, 23.13
9:21:24 AM, 72.51, 168.1942, 0.4350, 35, 22.74
9:21:25 AM, 72.51, 168.5937, 0.4252, 35, 22.16
9:21:26 AM, 72.51, 168.1942, 0.4203, 31, 23.33
9:21:27 AM, 72.32, 168.3940, 0.4008, 35, 22.94
9:21:28 AM, 72.51, 168.5937, 0.4252, 31, 22.55
9:21:29 AM, 72.51, 168.3940, 0.4741, 35, 23.13
9:21:30 AM, 72.51, 168.5937, 0.4252, 35, 22.55
9:21:31 AM, 72.32, 168.3940, 0.4350, 35, 22.55
9:21:32 AM, 71.93, 168.1942, 0.4399, 35, 22.94
9:21:33 AM, 72.12, 167.5950, 0.4839, 35, 22.74
9:21:34 AM, 72.32, 167.9945, 0.4203, 35, 23.33
9:21:35 AM, 71.93, 168.3940, 0.4154, 31, 22.94
9:21:36 AM, 72.32, 169.3928, 0.4643, 31, 22.55
9:21:37 AM, 72.32, 167.9945, 0.4448, 31, 23.13
9:21:38 AM, 72.12, 168.1942, 0.4399, 31, 22.94
9:21:39 AM, 71.93, 167.1955, 0.4448, 31, 23.33
9:21:40 AM, 72.12, 167.5950, 0.4643, 35, 22.74
9:21:41 AM, 72.32, 168.1942, 0.4643, 35, 23.13
9:21:42 AM, 72.12, 168.1942, 0.4399, 35, 22.55
9:21:43 AM, 72.12, 167.5950, 0.3861, 31, 23.33
9:21:44 AM, 72.32, 167.7947, 0.4545, 35, 23.33
9:21:45 AM, 72.32, 167.5950, 0.4448, 31, 22.55
9:21:46 AM, 72.32, 168.1942, 0.4350, 35, 22.94
9:21:47 AM, 71.93, 168.1942, 0.4350, 35, 22.74
9:21:48 AM, 71.73, 167.7947, 0.4399, 35, 22.74
9:21:49 AM, 71.93, 167.1955, 0.5034, 35, 22.74
9:21:50 AM, 72.12, 167.9945, 0.4350, 35, 22.74
9:21:51 AM, 72.12, 167.7947, 0.4692, 31, 22.94
9:21:52 AM, 72.32, 167.7947, 0.4643, 35, 22.94
9:21:53 AM, 72.12, 167.9945, 0.3861, 35, 23.33
9:21:54 AM, 71.93, 167.7947, 0.4643, 31, 22.74
9:21:55 AM, 72.12, 167.5950, 0.4497, 35, 22.94
9:21:56 AM, 72.32, 167.7947, 0.4643, 35, 23.13
9:21:57 AM, 71.93, 167.9945, 0.4301, 35, 23.13
9:21:58 AM, 71.93, 167.5950, 0.4741, 31, 22.74
9:21:59 AM, 72.12, 167.5950, 0.4888, 35, 22.74
9:22:00 AM, 71.93, 168.5937, 0.4643, 35, 21.97
9:22:01 AM, 72.12, 167.5950, 0.4643, 35, 22.36
9:22:02 AM, 72.32, 167.7947, 0.4545, 35, 21.97
9:22:03 AM, 72.12, 167.9945, 0.4350, 35, 22.74
9:22:04 AM, 72.12, 167.7947, 0.4643, 35, 22.36
9:22:05 AM, 72.51, 168.1942, 0.4448, 35, 23.33
9:22:06 AM, 72.51, 168.1942, 0.4350, 35, 22.74
9:22:07 AM, 72.51, 168.3940, 0.4008, 31, 23.13
9:22:08 AM, 72.71, 168.7935, 0.4154, 35, 22.74
9:22:09 AM, 72.71, 168.5937, 0.4154, 35, 22.36
9:22:10 AM, 72.71, 168.3940, 0.4008, 35, 23.33
9:22:11 AM, 72.71, 168.3940, 0.4057, 35, 21.58
9:22:12 AM, 72.51, 168.5937, 0.3959, 35, 22.94
9:22:13 AM, 72.71, 168.5937, 0.4252, 35, 22.94
9:22:14 AM, 72.71, 168.3940, 0.4008, 35, 22.94
9:22:15 AM, 72.71, 168.5937, 0.4057, 35, 21.58
9:22:16 AM, 72.71, 168.5937, 0.4203, 35, 23.52
9:22:17 AM, 72.51, 168.5937, 0.4252, 31, 22.74
9:22:18 AM, 72.71, 167.9945, 0.4106, 31, 23.33
9:22:19 AM, 72.71, 168.5937, 0.4154, 35, 23.13
9:22:20 AM, 72.51, 167.7947, 0.4057, 31, 22.94
9:22:21 AM, 72.71, 168.3940, 0.4252, 35, 22.94
9:22:22 AM, 72.71, 168.5937, 0.4203, 35, 22.55
9:22:23 AM, 72.71, 168.3940, 0.3910, 31, 23.13
9:22:24 AM, 72.71, 168.3940, 0.3959, 35, 22.55
9:22:25 AM, 72.71, 168.5937, 0.4106, 31, 23.33
9:22:26 AM, 72.32, 168.3940, 0.4008, 31, 23.52
9:22:27 AM, 72.32, 167.9945, 0.4350, 35, 22.74
9:22:28 AM, 72.32, 169.3928, 0.4448, 35, 22.74
9:22:29 AM, 72.32, 168.1942, 0.4448, 31, 22.36
9:22:30 AM, 72.32, 167.9945, 0.4301, 35, 23.13
9:22:31 AM, 72.51, 168.1942, 0.4350, 35, 22.74
9:22:32 AM, 72.51, 168.3940, 0.4252, 35, 22.74
9:22:33 AM, 72.51, 168.3940, 0.4203, 35, 22.55
9:22:34 AM, 72.51, 168.1942, 0.4057, 35, 23.33
9:22:35 AM, 72.51, 167.9945, 0.3959, 35, 22.36
9:22:36 AM, 72.32, 168.1942, 0.4301, 35, 22.94
9:22:37 AM, 71.93, 168.3940, 0.4301, 35, 23.33
9:22:38 AM, 72.12, 167.5950, 0.4643, 35, 22.74
9:22:39 AM, 72.32, 167.9945, 0.4301, 35, 22.94
9:22:40 AM, 72.32, 167.9945, 0.4350, 35, 24.30
9:22:41 AM, 72.32, 167.7947, 0.4594, 31, 23.52
9:22:42 AM, 72.32, 168.3940, 0.4154, 31, 23.13
9:22:43 AM, 72.32, 168.1942, 0.4350, 35, 22.55
9:22:44 AM, 72.12, 167.5950, 0.3861, 31, 22.94
9:22:45 AM, 72.12, 167.9945, 0.4301, 35, 22.74
9:22:46 AM, 72.32, 167.5950, 0.4692, 35, 22.94
9:22:47 AM, 72.32, 168.1942, 0.4350, 35, 22.94
9:22:48 AM, 72.12, 168.1942, 0.4252, 35, 21.58
9:22:49 AM, 71.93, 169.3928, 0.4643, 35, 23.13
9:22:50 AM, 72.12, 167.7947, 0.4741, 35, 25.86
9:22:51 AM, 72.32, 167.7947, 0.4643, 31, 23.33
9:22:52 AM, 72.32, 168.1942, 0.4448, 31, 22.55
9:22:53 AM, 72.32, 168.1942, 0.4399, 35, 22.36
9:22:54 AM, 72.32, 167.9945, 0.4350, 31, 22.94
9:22:55 AM, 72.51, 169.3928, 0.4350, 31, 23.33
9:22:56 AM, 72.51, 168.1942, 0.4252, 35, 22.74
9:22:57 AM, 72.71, 168.3940, 0.4154, 35, 21.58
9:22:58 AM, 72.71, 168.3940, 0.4106, 35, 22.55
9:22:59 AM, 72.71, 168.5937, 0.4252, 35, 22.55
9:23:00 AM, 72.71, 168.5937, 0.4252, 35, 22.55
9:23:01 AM, 72.71, 168.7935, 0.4203, 35, 23.33
9:23:02 AM, 72.51, 168.3940, 0.4154, 35, 24.30
9:23:03 AM, 72.51, 168.3940, 0.4252, 35, 23.13
9:23:04 AM, 72.51, 168.5937, 0.4252, 35, 22.94
9:23:05 AM, 72.32, 168.1942, 0.4301, 35, 22.74
9:23:06 AM, 72.12, 168.1942, 0.4399, 35, 22.74
9:23:07 AM, 72.32, 167.7947, 0.4643, 31, 21.58
9:23:08 AM, 72.51, 168.1942, 0.4448, 35, 22.94
9:23:09 AM, 72.51, 168.9933, 0.4252, 35, 22.36
9:23:10 AM, 72.32, 168.3940, 0.4252, 35, 22.55
9:23:11 AM, 72.51, 168.1942, 0.4350, 31, 23.13
9:23:12 AM, 72.51, 168.5937, 0.4350, 35, 22.55
9:23:13 AM, 72.51, 168.5937, 0.4154, 35, 23.33
9:23:14 AM, 72.51, 168.1942, 0.4252, 35, 22.74
9:23:15 AM, 72.51, 168.1942, 0.4252, 35, 23.33
9:23:16 AM, 72.71, 168.5937, 0.4057, 35, 23.13
9:23:17 AM, 72.71, 168.1942, 0.3959, 35, 23.33
9:23:18 AM, 72.71, 167.9945, 0.4008, 35, 23.13
9:23:19 AM, 72.71, 168.5937, 0.4203, 35, 23.13
9:23:20 AM, 72.51, 168.5937, 0.4154, 35, 22.74
9:23:21 AM, 72.32, 168.3940, 0.4154, 35, 23.72
9:23:22 AM, 72.51, 168.3940, 0.4399, 35, 23.13
9:23:23 AM, 72.51, 168.5937, 0.4350, 35, 22.74
9:23:24 AM, 72.51, 168.3940, 0.4008, 35, 22.94
9:23:25 AM, 72.32, 168.5937, 0.4057, 35, 22.74
9:23:26 AM, 72.51, 168.1942, 0.4350, 35, 23.13
9:23:27 AM, 72.51, 168.7935, 0.3959, 35, 30.72
9:23:28 AM, 72.51, 167.9945, 0.4301, 35, 22.55
9:23:29 AM, 72.51, 168.5937, 0.4301, 35, 22.74
9:23:30 AM, 72.51, 167.7947, 0.4301, 31, 22.94
9:23:31 AM, 72.71, 168.3940, 0.3519, 35, 23.13
9:23:32 AM, 72.71, 168.7935, 0.3861, 35, 22.74
9:23:33 AM, 72.51, 168.5937, 0.4252, 35, 23.13
9:23:34 AM, 72.51, 168.3940, 0.4350, 35, 22.94
9:23:35 AM, 72.51, 168.3940, 0.4154, 35, 22.16
9:23:36 AM, 72.51, 168.3940, 0.4154, 35, 21.58
9:23:37 AM, 72.51, 168.3940, 0.4008, 31, 23.33
9:23:38 AM, 72.71, 168.5937, 0.3812, 35, 18.47
9:23:39 AM, 72.51, 168.7935, 0.3959, 35, 23.33
9:23:40 AM, 72.51, 168.3940, 0.4252, 35, 22.74
9:23:41 AM, 72.51, 168.9933, 0.4008, 31, 23.33
9:23:42 AM, 72.51, 168.3940, 0.4301, 35, 22.36
9:23:43 AM, 72.32, 168.3940, 0.4350, 35, 22.74
9:23:44 AM, 72.51, 167.7947, 0.4497, 35, 22.55
9:23:45 AM, 72.51, 168.3940, 0.4203, 35, 23.33
9:23:46 AM, 72.32, 168.3940, 0.4057, 35, 22.94
9:23:47 AM, 72.32, 167.9945, 0.4448, 35, 22.94
9:23:48 AM, 72.51, 168.3940, 0.4448, 35, 22.74
9:23:49 AM, 72.51, 168.3940, 0.4203, 35, 23.13
9:23:50 AM, 72.51, 168.3940, 0.4594, 35, 22.94
9:23:51 AM, 72.51, 168.3940, 0.4301, 35, 22.36
9:23:52 AM, 72.51, 168.3940, 0.4301, 35, 22.55
9:23:53 AM, 72.51, 168.7935, 0.4252, 35, 23.13
9:23:54 AM, 72.51, 169.3928, 0.4106, 35, 23.13
9:23:55 AM, 72.32, 168.3940, 0.4154, 31, 22.74
9:23:56 AM, 72.32, 168.1942, 0.4350, 35, 22.94
9:23:57 AM, 72.51, 168.1942, 0.4350, 35, 22.94
9:23:58 AM, 72.51, 168.1942, 0.4301, 35, 22.74
9:23:59 AM, 72.32, 168.3940, 0.4252, 35, 22.94
9:24:00 AM, 72.51, 168.1942, 0.4448, 35, 22.74
9:24:01 AM, 72.32, 169.3928, 0.4350, 35, 22.36
9:24:02 AM, 72.51, 167.9945, 0.4154, 35, 22.74
9:24:03 AM, 72.71, 168.9933, 0.3959, 31, 22.94
9:24:04 AM, 72.71, 169.3928, 0.4154, 31, 23.33
9:24:05 AM, 72.71, 168.5937, 0.4154, 35, 22.55
9:24:06 AM, 72.90, 167.9945, 0.4154, 31, 22.74
9:24:07 AM, 72.51, 168.9933, 0.3959, 31, 22.74
9:24:08 AM, 72.51, 168.1942, 0.4350, 31, 22.55
9:24:09 AM, 72.51, 168.3940, 0.4350, 31, 22.74
9:24:10 AM, 72.51, 168.1942, 0.4203, 35, 26.44
9:24:11 AM, 72.51, 168.3940, 0.4350, 35, 22.36
9:24:12 AM, 72.71, 168.1942, 0.4301, 31, 22.74
9:24:13 AM, 72.71, 168.3940, 0.4008, 35, 23.33
9:24:14 AM, 72.71, 168.3940, 0.4203, 35, 22.16
9:24:15 AM, 72.32, 168.5937, 0.4154, 35, 25.08
9:24:16 AM, 72.51, 167.7947, 0.4106, 31, 22.74
9:24:17 AM, 72.51, 168.3940, 0.4301, 35, 23.33
9:24:18 AM, 72.51, 168.1942, 0.4106, 35, 22.94
9:24:19 AM, 72.51, 168.1942, 0.4252, 31, 23.13
9:24:20 AM, 72.32, 167.9945, 0.4154, 31, 23.13
9:24:21 AM, 72.51, 167.9945, 0.4350, 31, 22.74
9:24:22 AM, 72.51, 168.3940, 0.3959, 31, 25.47
9:24:23 AM, 72.51, 168.3940, 0.4301, 31, 22.74
9:24:24 AM, 72.51, 168.1942, 0.4154, 31, 22.94
9:24:25 AM, 72.71, 168.5937, 0.4252, 35, 22.55
9:24:26 AM, 72.71, 168.7935, 0.4106, 35, 22.94
9:24:27 AM, 72.71, 168.5937, 0.4154, 35, 22.94
9:24:28 AM, 72.71, 168.5937, 0.3812, 35, 23.33
9:24:29 AM, 72.51, 168.3940, 0.4057, 35, 23.13
9:24:30 AM, 72.51, 168.5937, 0.4301, 35, 22.16
9:24:31 AM, 72.32, 168.5937, 0.4301, 35, 22.74
9:24:32 AM, 72.32, 168.1942, 0.4252, 31, 22.55
9:24:33 AM, 72.51, 168.1942, 0.4350, 31, 22.36
9:24:34 AM, 72.51, 168.3940, 0.4252, 31, 22.36
9:24:35 AM, 72.51, 168.3940, 0.3959, 35, 22.55
9:24:36 AM, 72.51, 168.3940, 0.4057, 35, 22.74
9:24:37 AM, 72.51, 168.5937, 0.4252, 35, 23.13
9:24:38 AM, 72.51, 168.3940, 0.4008, 35, 21.58
9:24:39 AM, 72.51, 168.5937, 0.4252, 35, 23.13
9:24:40 AM, 72.51, 168.3940, 0.3959, 35, 23.33
9:24:41 AM, 72.51, 168.3940, 0.4252, 31, 22.74
9:24:42 AM, 72.32, 168.5937, 0.4350, 35, 22.94
9:24:43 AM, 72.51, 168.1942, 0.4350, 35, 22.74
9:24:44 AM, 72.71, 168.3940, 0.4350, 35, 22.74
9:24:45 AM, 72.71, 168.5937, 0.4057, 35, 21.58
9:24:46 AM, 72.71, 168.5937, 0.4154, 35, 22.94
9:24:47 AM, 72.71, 168.3940, 0.4106, 35, 21.97
9:24:48 AM, 72.71, 168.5937, 0.4154, 35, 22.74
9:24:49 AM, 72.71, 169.3928, 0.4154, 35, 23.13
9:24:50 AM, 72.51, 168.7935, 0.3861, 35, 22.94
9:24:51 AM, 72.71, 168.3940, 0.4350, 35, 22.74
9:24:52 AM, 72.71, 167.9945, 0.4154, 35, 22.55
9:24:53 AM, 72.51, 168.5937, 0.4252, 31, 22.36
9:24:54 AM, 72.71, 168.3940, 0.4350, 31, 23.13
9:24:55 AM, 72.71, 168.5937, 0.4008, 35, 22.94
9:24:56 AM, 72.71, 168.3940, 0.4154, 31, 22.36
9:24:57 AM, 72.90, 168.7935, 0.4154, 35, 21.58
9:24:58 AM, 72.90, 168.7935, 0.3617, 35, 22.74
9:24:59 AM, 72.90, 168.5937, 0.3959, 35, 23.13
9:25:00 AM, 73.09, 169.1930, 0.3568, 35, 22.94
9:25:01 AM, 72.90, 169.1930, 0.3763, 35, 22.36
9:25:02 AM, 72.90, 168.9933, 0.3763, 35, 23.33
9:25:03 AM, 72.90, 169.1930, 0.3763, 35, 23.33
9:25:04 AM, 72.90, 168.7935, 0.3959, 35, 22.94
9:25:05 AM, 73.09, 168.7935, 0.3079, 31, 22.74
9:25:06 AM, 72.51, 168.7935, 0.4203, 35, 22.74
9:25:07 AM, 72.51, 168.3940, 0.4252, 35, 22.16
9:25:08 AM, 72.51, 168.5937, 0.4252, 35, 22.74
9:25:09 AM, 72.51, 168.1942, 0.4252, 35, 22.55
9:25:10 AM, 72.51, 168.5937, 0.4008, 31, 22.94
9:25:11 AM, 72.71, 168.3940, 0.3959, 35, 22.94
9:25:12 AM, 72.71, 168.5937, 0.4057, 35, 21.58
9:25:13 AM, 72.51, 168.5937, 0.4154, 35, 22.94
9:25:14 AM, 72.51, 168.3940, 0.4154, 35, 23.33
9:25:15 AM, 72.51, 168.1942, 0.4154, 35, 23.33
9:25:16 AM, 72.51, 168.3940, 0.4350, 31, 22.74
9:25:17 AM, 72.51, 168.3940, 0.4301, 35, 22.16
9:25:18 AM, 72.32, 168.3940, 0.4057, 35, 22.94
9:25:19 AM, 72.51, 167.9945, 0.4008, 31, 23.33
9:25:20 AM, 72.51, 168.3940, 0.4008, 35, 22.74
9:25:21 AM, 72.32, 167.7947, 0.4301, 35, 23.13
9:25:22 AM, 72.51, 168.3940, 0.4399, 35, 22.36
9:25:23 AM, 72.51, 168.1942, 0.3861, 31, 22.55
9:25:24 AM, 72.51, 168.3940, 0.4203, 31, 22.55
9:25:25 AM, 72.51, 167.7947, 0.4301, 35, 22.55
9:25:26 AM, 72.51, 167.9945, 0.4203, 31, 22.55
9:25:27 AM, 72.71, 168.1942, 0.4350, 31, 21.97
9:25:28 AM, 72.71, 168.5937, 0.3910, 31, 23.13
9:25:29 AM, 72.90, 168.5937, 0.4154, 31, 23.13
9:25:30 AM, 72.90, 168.7935, 0.3959, 35, 22.55
9:25:31 AM, 72.90, 168.7935, 0.3910, 35, 22.94
9:25:32 AM, 72.90, 168.9933, 0.3959, 31, 22.36
9:25:33 AM, 72.90, 168.9933, 0.3861, 35, 22.55
9:25:34 AM, 72.71, 168.7935, 0.3715, 35, 22.94
9:25:35 AM, 72.71, 168.3940, 0.4008, 35, 23.13
9:25:36 AM, 72.71, 168.5937, 0.4154, 35, 22.94
9:25:37 AM, 72.71, 168.5937, 0.4106, 35, 22.74
9:25:38 AM, 72.71, 168.1942, 0.3959, 35, 23.13
9:25:39 AM, 72.51, 168.5937, 0.4154, 35, 22.16
9:25:40 AM, 72.71, 168.1942, 0.4252, 35, 23.13
9:25:41 AM, 72.71, 167.7947, 0.4692, 31, 22.55
9:25:42 AM, 72.71, 168.5937, 0.3910, 35, 23.33
9:25:43 AM, 72.71, 168.5937, 0.4203, 35, 22.55
9:25:44 AM, 72.71, 168.5937, 0.4154, 35, 22.36
9:25:45 AM, 72.71, 168.5937, 0.4154, 31, 22.36
9:25:46 AM, 72.71, 168.3940, 0.4106, 35, 22.36
9:25:47 AM, 72.71, 168.3940, 0.4008, 35, 22.55
9:25:48 AM, 72.71, 167.9945, 0.4301, 35, 22.94
9:25:49 AM, 72.71, 168.5937, 0.4888, 35, 23.13
9:25:50 AM, 72.51, 168.5937, 0.4154, 35, 23.52
9:25:51 AM, 72.32, 168.1942, 0.4301, 35, 26.44
9:25:52 AM, 72.51, 168.1942, 0.4350, 31, 22.94
9:25:53 AM, 72.51, 167.9945, 0.3861, 35, 22.55
9:25:54 AM, 72.51, 168.3940, 0.4252, 35, 23.13
9:25:55 AM, 72.32, 169.3928, 0.4252, 35, 22.94
9:25:56 AM, 72.51, 168.1942, 0.4448, 31, 23.13
9:25:57 AM, 72.51, 168.9933, 0.4154, 35, 23.13
9:25:58 AM, 72.71, 168.3940, 0.4252, 35, 23.13
9:25:59 AM, 72.71, 168.7935, 0.4154, 35, 23.13
9:26:00 AM, 72.71, 168.5937, 0.4106, 31, 22.94
9:26:01 AM, 72.71, 168.7935, 0.3861, 31, 22.74
9:26:02 AM, 72.51, 168.5937, 0.4106, 31, 21.97
9:26:03 AM, 72.71, 168.5937, 0.4252, 35, 23.13
9:26:04 AM, 72.71, 172.5889, 0.3861, 31, 23.33
9:26:05 AM, 72.71, 167.9945, 0.3861, 35, 23.33
9:26:06 AM, 72.51, 168.5937, 0.4154, 35, 23.13
9:26:07 AM, 72.51, 168.5937, 0.4350, 35, 22.74
9:26:08 AM, 72.71, 168.3940, 0.4301, 35, 25.08
9:26:09 AM, 72.71, 168.5937, 0.4203, 35, 22.36
9:26:10 AM, 72.51, 168.5937, 0.4252, 35, 22.74
9:26:11 AM, 72.51, 168.5937, 0.4252, 35, 22.36
9:26:12 AM, 72.71, 168.5937, 0.4203, 31, 22.16
9:26:13 AM, 72.71, 168.5937, 0.4106, 35, 23.13
9:26:14 AM, 72.71, 168.5937, 0.4154, 35, 22.94
9:26:15 AM, 72.71, 168.7935, 0.4203, 31, 23.13
9:26:16 AM, 72.71, 168.5937, 0.3959, 35, 23.33
9:26:17 AM, 72.71, 168.5937, 0.4203, 35, 22.55
9:26:18 AM, 72.71, 168.5937, 0.4154, 35, 22.74
9:26:19 AM, 72.51, 168.5937, 0.3959, 31, 21.58
9:26:20 AM, 72.71, 168.1942, 0.4252, 35, 23.13
9:26:21 AM, 72.71, 168.1942, 0.3861, 35, 23.13
9:26:22 AM, 72.71, 168.3940, 0.4203, 31, 22.36
9:26:23 AM, 72.51, 168.5937, 0.3910, 31, 22.94
9:26:24 AM, 72.32, 168.1942, 0.4106, 31, 22.74
9:26:25 AM, 72.51, 168.1942, 0.4448, 35, 22.55
9:26:26 AM, 72.71, 168.3940, 0.4203, 35, 22.94
9:26:27 AM, 72.51, 168.9933, 0.4154, 35, 22.55
9:26:28 AM, 72.51, 168.3940, 0.4252, 35, 22.74
9:26:29 AM, 72.71, 168.5937, 0.4301, 35, 22.94
9:26:30 AM, 72.71, 168.7935, 0.3079, 35, 22.74
9:26:31 AM, 72.71, 168.3940, 0.4203, 35, 22.74
9:26:32 AM, 72.51, 168.5937, 0.4203, 31, 22.55
9:26:33 AM, 72.71, 168.5937, 0.4252, 35, 22.74
9:26:34 AM, 72.71, 168.5937, 0.4252, 35, 22.36
9:26:35 AM, 72.71, 168.5937, 0.4252, 35, 22.74
9:26:36 AM, 72.51, 168.5937, 0.4154, 31, 22.94
9:26:37 AM, 72.71, 168.5937, 0.4106, 35, 22.74
9:26:38 AM, 72.71, 168.5937, 0.4057, 35, 22.74
9:26:39 AM, 72.71, 168.5937, 0.4154, 31, 21.97
9:26:40 AM, 72.51, 168.5937, 0.4252, 31, 22.55
9:26:41 AM, 72.71, 168.5937, 0.4252, 35, 23.13
