Time, Heater Temp[C], Heater Voltage[V], Sense Voltage[V], Fan Speed[%], Ambient Temp[C]
9:48:51 AM, 97.39, 164.3989, 0.6696, 55, 21.38
9:48:52 AM, 97.39, 164.5986, 0.6745, 55, 22.16
9:48:53 AM, 97.39, 164.3989, 0.6794, 51, 21.38
9:48:54 AM, 97.39, 164.7984, 0.6452, 55, 22.16
9:48:55 AM, 97.01, 164.7984, 0.6745, 51, 22.55
9:48:56 AM, 97.20, 163.9994, 0.6891, 51, 22.55
9:48:57 AM, 97.39, 164.3989, 0.6989, 55, 21.97
9:48:58 AM, 97.39, 164.5986, 0.6794, 55, 22.36
9:48:59 AM, 97.20, 164.5986, 0.6696, 55, 21.58
9:49:00 AM, 96.81, 164.3989, 0.6647, 55, 22.16
9:49:01 AM, 96.81, 163.7996, 0.7283, 55, 22.16
9:49:02 AM, 96.81, 163.7996, 0.7087, 55, 21.77
9:49:03 AM, 96.81, 164.1991, 0.7136, 55, 25.47
9:49:04 AM, 96.81, 163.7996, 0.7234, 55, 22.74
9:49:05 AM, 96.81, 163.9994, 0.6940, 55, 22.16
9:49:06 AM, 96.62, 163.4001, 0.7478, 51, 21.97
9:49:07 AM, 96.81, 163.4001, 0.7380, 55, 22.55
9:49:08 AM, 96.81, 163.5999, 0.7087, 55, 22.16
9:49:09 AM, 96.81, 163.9994, 0.7185, 55, 22.36
9:49:10 AM, 96.62, 163.7996, 0.7038, 55, 22.55
9:49:11 AM, 96.42, 163.4001, 0.7478, 51, 22.55
9:49:12 AM, 96.42, 163.2003, 0.7478, 55, 22.36
9:49:13 AM, 96.42, 163.2003, 0.7478, 55, 22.74
9:49:14 AM, 96.81, 163.4001, 0.7380, 55, 21.58
9:49:15 AM, 96.81, 163.9994, 0.7185, 51, 21.97
9:49:16 AM, 96.81, 163.9994, 0.6940, 51, 22.36
9:49:17 AM, 96.81, 163.7996, 0.7185, 55, 21.97
9:49:18 AM, 96.62, 163.9994, 0.7136, 55, 22.74
9:49:19 AM, 96.42, 163.5999, 0.7429, 55, 22.36
9:49:20 AM, 96.42, 163.4001, 0.7331, 55, 22.55
9:49:21 AM, 96.81, 163.2003, 0.7283, 55, 21.97
9:49:22 AM, 96.81, 163.9994, 0.7283, 55, 21.77
9:49:23 AM, 97.01, 163.7996, 0.7283, 51, 22.16
9:49:24 AM, 97.01, 164.1991, 0.7087, 51, 21.77
9:49:25 AM, 96.81, 163.5999, 0.6794, 55, 21.97
9:49:26 AM, 96.81, 163.9994, 0.6794, 51, 22.36
9:49:27 AM, 96.81, 163.7996, 0.7234, 55, 21.77
9:49:28 AM, 96.81, 163.5999, 0.7038, 55, 22.36
9:49:29 AM, 96.81, 163.2003, 0.7185, 51, 22.55
9:49:30 AM, 96.81, 163.7996, 0.7136, 51, 21.97
9:49:31 AM, 96.81, 163.7996, 0.6940, 51, 22.36
9:49:32 AM, 96.81, 163.4001, 0.6989, 55, 22.55
9:49:33 AM, 96.62, 163.5999, 0.7234, 51, 22.36
9:49:34 AM, 96.42, 163.0006, 0.7478, 55, 22.16
9:49:35 AM, 96.42, 162.6011, 0.7527, 55, 22.36
9:49:36 AM, 96.81, 163.4001, 0.7478, 55, 21.97
9:49:37 AM, 96.81, 163.7996, 0.7038, 55, 18.47
9:49:38 AM, 96.81, 163.7996, 0.7185, 55, 21.58
9:49:39 AM, 96.81, 163.9994, 0.6794, 55, 21.97
9:49:40 AM, 97.01, 164.5986, 0.6940, 51, 21.58
9:49:41 AM, 97.01, 163.7996, 0.6940, 51, 22.16
9:49:42 AM, 97.01, 163.7996, 0.6891, 51, 21.77
9:49:43 AM, 96.81, 163.7996, 0.7234, 51, 22.16
9:49:44 AM, 97.01, 163.7996, 0.7283, 51, 22.36
9:49:45 AM, 97.20, 163.9994, 0.7185, 55, 22.16
9:49:46 AM, 97.39, 164.5986, 0.6891, 55, 22.16
9:49:47 AM, 97.39, 164.5986, 0.6647, 55, 21.97
9:49:48 AM, 97.39, 164.3989, 0.6598, 55, 21.19
9:49:49 AM, 97.20, 164.5986, 0.6647, 55, 21.97
9:49:50 AM, 97.20, 164.1991, 0.6843, 51, 21.97
9:49:51 AM, 97.39, 164.3989, 0.6598, 51, 22.55
9:49:52 AM, 97.59, 163.7996, 0.6794, 55, 22.36
9:49:53 AM, 97.59, 164.7984, 0.6549, 51, 21.58
9:49:54 AM, 97.59, 164.5986, 0.6647, 55, 22.16
9:49:55 AM, 97.39, 164.7984, 0.6598, 55, 21.19
9:49:56 AM, 97.20, 164.5986, 0.6452, 55, 22.36
9:49:57 AM, 97.20, 164.3989, 0.6696, 51, 21.97
9:49:58 AM, 97.20, 164.3989, 0.6843, 51, 22.36
9:49:59 AM, 97.01, 164.3989, 0.6745, 55, 22.55
9:50:00 AM, 97.01, 164.1991, 0.7087, 51, 22.94
9:50:01 AM, 97.20, 163.9994, 0.7087, 55, 22.74
9:50:02 AM, 97.39, 164.3989, 0.6647, 55, 22.74
9:50:03 AM, 97.39, 163.9994, 0.6843, 55, 22.16
9:50:04 AM, 97.20, 164.3989, 0.6794, 55, 22.16
9:50:05 AM, 96.81, 164.5986, 0.6696, 55, 22.36
9:50:06 AM, 96.81, 163.7996, 0.7185, 51, 21.97
9:50:07 AM, 97.01, 163.9994, 0.7283, 55, 21.97
9:50:08 AM, 97.20, 164.3989, 0.6843, 55, 21.97
9:50:09 AM, 97.39, 164.3989, 0.6647, 55, 22.55
9:50:10 AM, 97.39, 164.5986, 0.6745, 55, 21.97
9:50:11 AM, 97.01, 164.5986, 0.6745, 55, 21.19
9:50:12 AM, 96.81, 163.9994, 0.6891, 55, 22.55
9:50:13 AM, 97.01, 163.7996, 0.7185, 51, 22.55
9:50:14 AM, 97.01, 163.9994, 0.7087, 55, 21.38
9:50:15 AM, 97.01, 163.9994, 0.7087, 55, 22.55
9:50:16 AM, 97.01, 163.9994, 0.7185, 55, 22.16
9:50:17 AM, 97.01, 163.9994, 0.6989, 55, 22.36
