Time, Heater Temp[C], Heater Voltage[V], Sense Voltage[V], Fan Speed[%], Ambient Temp[C]
9:41:21 AM, 48.60, 170.7911, 0.2688, 0, 24.11
9:41:22 AM, 48.79, 170.9908, 0.2590, 0, 23.33
9:41:23 AM, 48.60, 170.9908, 0.2590, 0, 23.52
9:41:24 AM, 48.79, 172.5889, 0.2297, 0, 23.13
9:41:25 AM, 48.79, 170.7911, 0.2493, 0, 23.13
9:41:26 AM, 48.99, 170.9908, 0.2590, 0, 23.52
9:41:27 AM, 48.79, 171.1906, 0.2297, 0, 22.36
9:41:28 AM, 48.79, 170.5913, 0.2590, 0, 24.11
9:41:29 AM, 48.99, 170.7911, 0.3079, 0, 23.13
9:41:30 AM, 48.99, 171.1906, 0.2297, 0, 23.72
9:41:31 AM, 48.99, 171.7898, 0.2151, 0, 23.13
9:41:32 AM, 48.99, 171.3903, 0.2248, 0, 24.11
9:41:33 AM, 49.18, 171.3903, 0.2297, 0, 23.72
9:41:34 AM, 48.99, 171.5901, 0.2199, 0, 23.72
9:41:35 AM, 49.18, 170.9908, 0.2151, 0, 23.33
9:41:36 AM, 49.18, 171.3903, 0.2004, 0, 23.33
9:41:37 AM, 49.38, 171.1906, 0.2199, 0, 23.52
9:41:38 AM, 49.38, 171.7898, 0.1955, 0, 23.72
9:41:39 AM, 49.38, 171.9896, 0.1711, 0, 23.52
9:41:40 AM, 49.38, 171.9896, 0.1808, 0, 23.72
9:41:41 AM, 49.57, 171.9896, 0.2542, 0, 23.13
9:41:42 AM, 49.57, 172.3891, 0.1760, 0, 23.33
9:41:43 AM, 49.77, 172.1893, 0.1808, 0, 23.52
9:41:44 AM, 49.96, 172.3891, 0.1417, 0, 23.33
9:41:45 AM, 49.96, 172.7886, 0.1515, 0, 23.33
9:41:46 AM, 49.77, 172.7886, 0.1515, 0, 23.33
9:41:47 AM, 49.77, 171.5901, 0.1515, 0, 23.52
9:41:48 AM, 49.77, 172.1893, 0.1613, 0, 23.33
9:41:49 AM, 49.57, 172.3891, 0.1515, 0, 23.52
9:41:50 AM, 49.57, 173.9871, 0.1760, 0, 23.52
9:41:51 AM, 49.57, 171.9896, 0.1808, 0, 22.36
9:41:52 AM, 49.77, 171.9896, 0.1808, 0, 22.94
9:41:53 AM, 49.96, 172.3891, 0.1515, 0, 23.33
9:41:54 AM, 49.77, 174.1869, 0.1173, 0, 22.74
9:41:55 AM, 49.57, 172.1893, 0.1711, 0, 22.94
9:41:56 AM, 49.77, 172.3891, 0.1515, 0, 23.52
9:41:57 AM, 49.77, 172.7886, 0.1173, 0, 24.88
9:41:58 AM, 49.77, 172.1893, 0.1662, 0, 23.72
9:41:59 AM, 49.96, 172.5889, 0.1613, 0, 23.33
9:42:00 AM, 50.16, 173.3879, 0.1124, 0, 23.72
9:42:01 AM, 50.16, 172.9884, 0.1320, 0, 22.74
9:42:02 AM, 49.96, 174.1869, 0.1417, 0, 22.74
9:42:03 AM, 50.16, 172.3891, 0.1222, 0, 23.91
9:42:04 AM, 49.96, 173.1881, 0.1222, 0, 23.72
9:42:05 AM, 50.16, 172.7886, 0.1320, 0, 24.30
9:42:06 AM, 50.16, 172.9884, 0.1320, 0, 23.52
9:42:07 AM, 49.96, 172.9884, 0.1369, 0, 22.36
9:42:08 AM, 49.77, 173.3879, 0.1515, 0, 22.55
9:42:09 AM, 49.77, 172.5889, 0.1320, 0, 23.52
9:42:10 AM, 49.77, 172.5889, 0.1711, 0, 23.72
9:42:11 AM, 49.96, 172.5889, 0.1320, 0, 22.55
9:42:12 AM, 49.96, 172.9884, 0.1564, 0, 23.33
9:42:13 AM, 49.96, 172.7886, 0.1124, 0, 23.33
9:42:14 AM, 49.96, 172.7886, 0.1320, 0, 23.33
9:42:15 AM, 49.96, 174.1869, 0.1466, 0, 23.13
9:42:16 AM, 49.96, 172.9884, 0.1320, 0, 24.11
9:42:17 AM, 49.96, 172.9884, 0.1515, 0, 27.22
9:42:18 AM, 49.96, 172.9884, 0.1124, 0, 23.33
9:42:19 AM, 49.96, 173.1881, 0.1124, 0, 23.52
9:42:20 AM, 50.16, 172.7886, 0.1564, 0, 23.72
9:42:21 AM, 50.16, 172.9884, 0.1271, 0, 23.72
9:42:22 AM, 50.16, 173.1881, 0.1222, 0, 23.91
9:42:23 AM, 49.96, 173.1881, 0.1222, 0, 33.05
9:42:24 AM, 50.16, 172.7886, 0.1466, 0, 22.74
9:42:25 AM, 50.16, 172.9884, 0.1417, 0, 23.52
9:42:26 AM, 49.96, 173.1881, 0.1320, 0, 23.72
9:42:27 AM, 50.16, 172.7886, 0.1466, 0, 22.74
9:42:28 AM, 50.16, 173.1881, 0.1026, 0, 24.11
9:42:29 AM, 49.96, 172.1893, 0.1320, 0, 23.52
9:42:30 AM, 49.96, 173.1881, 0.1222, 0, 24.11
9:42:31 AM, 50.16, 172.7886, 0.1417, 0, 23.72
9:42:32 AM, 50.16, 172.3891, 0.1369, 0, 24.11
9:42:33 AM, 49.77, 172.7886, 0.1515, 0, 23.91
9:42:34 AM, 49.96, 171.7898, 0.1662, 0, 24.11
9:42:35 AM, 49.96, 172.7886, 0.1222, 0, 23.72
9:42:36 AM, 49.96, 172.9884, 0.1026, 0, 23.91
9:42:37 AM, 49.96, 172.3891, 0.1173, 0, 23.52
9:42:38 AM, 49.96, 172.7886, 0.1417, 0, 23.72
9:42:39 AM, 50.16, 172.7886, 0.1466, 0, 23.33
9:42:40 AM, 50.16, 172.9884, 0.1417, 0, 23.91
9:42:41 AM, 50.35, 173.3879, 0.1173, 0, 23.33
9:42:42 AM, 50.35, 173.5876, 0.1075, 0, 24.49
9:42:43 AM, 50.35, 173.3879, 0.1320, 0, 23.13
9:42:44 AM, 50.16, 173.1881, 0.1124, 0, 23.52
9:42:45 AM, 50.16, 172.9884, 0.1320, 0, 22.74
9:42:46 AM, 50.35, 173.1881, 0.1173, 0, 23.72
9:42:47 AM, 50.16, 173.5876, 0.1173, 0, 23.52
9:42:48 AM, 50.16, 172.9884, 0.1369, 0, 24.11
9:42:49 AM, 50.35, 172.9884, 0.1417, 0, 23.91
9:42:50 AM, 50.35, 173.3879, 0.1026, 0, 23.72
9:42:51 AM, 50.35, 173.3879, 0.1124, 0, 23.72
9:42:52 AM, 50.16, 173.5876, 0.1124, 0, 23.91
9:42:53 AM, 50.35, 173.1881, 0.1369, 0, 24.11
9:42:54 AM, 50.35, 173.3879, 0.1026, 0, 24.30
9:42:55 AM, 50.35, 172.9884, 0.1026, 0, 27.02
9:42:56 AM, 50.35, 173.3879, 0.1173, 0, 23.52
9:42:57 AM, 50.35, 173.5876, 0.1026, 0, 23.91
9:42:58 AM, 50.16, 173.5876, 0.0880, 0, 23.52
9:42:59 AM, 50.16, 172.9884, 0.1222, 0, 23.72
9:43:00 AM, 50.35, 172.9884, 0.1369, 0, 23.72
9:43:01 AM, 50.35, 173.3879, 0.1662, 0, 22.94
9:43:02 AM, 50.35, 172.9884, 0.1222, 0, 23.33
9:43:03 AM, 50.35, 172.9884, 0.0733, 0, 23.91
9:43:04 AM, 50.35, 173.5876, 0.0831, 0, 23.72
9:43:05 AM, 50.16, 172.7886, 0.0929, 0, 23.72
9:43:06 AM, 50.16, 172.9884, 0.1271, 0, 23.33
9:43:07 AM, 50.35, 173.1881, 0.1173, 0, 23.91
9:43:08 AM, 50.35, 173.3879, 0.1026, 0, 23.72
9:43:09 AM, 50.35, 173.5876, 0.1124, 0, 23.52
9:43:10 AM, 50.35, 173.1881, 0.0733, 0, 23.33
9:43:11 AM, 50.35, 173.3879, 0.1124, 0, 22.94
9:43:12 AM, 50.16, 173.3879, 0.1173, 0, 23.91
9:43:13 AM, 50.16, 172.9884, 0.1124, 0, 23.13
9:43:14 AM, 50.35, 172.7886, 0.1417, 0, 23.33
9:43:15 AM, 50.35, 173.5876, 0.0880, 0, 23.72
9:43:16 AM, 50.16, 173.1881, 0.1173, 0, 22.94
9:43:17 AM, 50.16, 173.1881, 0.1417, 0, 23.91
9:43:18 AM, 50.16, 173.1881, 0.1124, 0, 23.91
9:43:19 AM, 50.35, 172.9884, 0.1320, 0, 23.33
9:43:20 AM, 50.35, 175.9847, 0.0978, 0, 23.91
9:43:21 AM, 50.35, 173.5876, 0.1075, 0, 23.13
9:43:22 AM, 50.35, 173.5876, 0.1173, 0, 23.52
9:43:23 AM, 50.35, 173.3879, 0.1026, 0, 23.52
9:43:24 AM, 50.35, 173.1881, 0.0831, 0, 23.13
9:43:25 AM, 50.35, 173.5876, 0.0831, 0, 23.13
9:43:26 AM, 50.35, 173.1881, 0.0831, 0, 22.94
9:43:27 AM, 50.35, 173.3879, 0.1222, 0, 23.52
9:43:28 AM, 50.35, 173.3879, 0.1026, 0, 23.72
9:43:29 AM, 50.35, 173.5876, 0.0831, 0, 23.33
9:43:30 AM, 50.35, 173.5876, 0.0880, 0, 24.11
9:43:31 AM, 49.96, 172.9884, 0.1369, 0, 25.08
9:43:32 AM, 50.16, 172.9884, 0.1466, 0, 23.52
9:43:33 AM, 50.35, 172.3891, 0.1320, 0, 23.13
9:43:34 AM, 50.35, 173.5876, 0.0929, 0, 23.52
9:43:35 AM, 50.16, 173.3879, 0.1173, 0, 23.33
9:43:36 AM, 50.16, 172.9884, 0.1369, 0, 24.11
9:43:37 AM, 49.96, 173.1881, 0.1369, 0, 23.33
9:43:38 AM, 50.16, 172.9884, 0.1075, 0, 23.52
9:43:39 AM, 49.96, 172.5889, 0.0733, 0, 23.72
9:43:40 AM, 49.96, 172.9884, 0.1124, 0, 23.91
9:43:41 AM, 50.16, 172.7886, 0.1369, 0, 24.11
9:43:42 AM, 50.16, 172.9884, 0.1417, 0, 23.91
9:43:43 AM, 49.96, 173.1881, 0.1369, 0, 24.30
9:43:44 AM, 49.96, 172.7886, 0.1515, 0, 23.13
9:43:45 AM, 50.16, 172.9884, 0.1369, 0, 23.52
9:43:46 AM, 50.16, 172.9884, 0.1320, 0, 23.91
9:43:47 AM, 49.96, 172.7886, 0.1369, 0, 21.00
9:43:48 AM, 50.16, 172.9884, 0.1515, 0, 24.30
9:43:49 AM, 50.16, 173.1881, 0.1515, 0, 24.11
9:43:50 AM, 50.16, 172.9884, 0.1369, 0, 23.13
9:43:51 AM, 50.16, 173.1881, 0.1173, 0, 24.11
9:43:52 AM, 50.16, 172.9884, 0.1320, 0, 23.52
9:43:53 AM, 50.35, 173.1881, 0.1369, 0, 24.49
9:43:54 AM, 50.35, 173.5876, 0.0831, 0, 23.72
9:43:55 AM, 50.35, 173.5876, 0.0978, 0, 23.33
9:43:56 AM, 50.35, 173.3879, 0.0880, 0, 23.72
9:43:57 AM, 50.35, 173.3879, 0.1075, 0, 23.72
9:43:58 AM, 50.35, 173.3879, 0.1955, 0, 23.13
9:43:59 AM, 50.16, 173.5876, 0.1124, 0, 24.30
9:44:00 AM, 50.16, 172.9884, 0.1271, 0, 23.91
9:44:01 AM, 50.35, 172.9884, 0.1369, 0, 23.52
9:44:02 AM, 50.35, 172.7886, 0.1173, 0, 24.11
9:44:03 AM, 50.35, 173.3879, 0.1075, 0, 23.72
9:44:04 AM, 50.35, 173.5876, 0.0831, 0, 24.30
9:44:05 AM, 50.35, 173.1881, 0.1124, 0, 24.11
9:44:06 AM, 50.35, 173.3879, 0.1075, 0, 23.91
9:44:07 AM, 50.35, 173.5876, 0.1124, 0, 23.91
9:44:08 AM, 50.35, 172.9884, 0.0880, 0, 23.91
9:44:09 AM, 50.35, 173.3879, 0.1124, 0, 23.72
9:44:10 AM, 50.35, 173.3879, 0.1124, 0, 23.52
9:44:11 AM, 50.35, 173.5876, 0.1026, 0, 23.52
9:44:12 AM, 50.54, 173.3879, 0.1124, 0, 23.52
9:44:13 AM, 50.54, 173.5876, 0.1026, 0, 23.91
9:44:14 AM, 50.54, 174.1869, 0.0978, 0, 23.33
9:44:15 AM, 50.54, 173.1881, 0.0978, 0, 23.72
9:44:16 AM, 50.54, 173.1881, 0.1173, 0, 24.30
9:44:17 AM, 50.35, 173.5876, 0.0684, 0, 23.91
9:44:18 AM, 50.35, 173.3879, 0.0929, 0, 23.72
9:44:19 AM, 50.35, 173.3879, 0.1173, 0, 24.11
9:44:20 AM, 50.35, 173.5876, 0.0293, 0, 24.11
9:44:21 AM, 50.16, 173.5876, 0.0733, 0, 23.91
9:44:22 AM, 50.16, 172.9884, 0.1320, 0, 23.72
9:44:23 AM, 50.16, 173.1881, 0.1271, 0, 23.33
9:44:24 AM, 50.35, 172.9884, 0.1173, 0, 23.52
9:44:25 AM, 50.35, 173.5876, 0.0880, 0, 23.52
9:44:26 AM, 50.35, 173.5876, 0.1026, 0, 22.94
9:44:27 AM, 50.35, 173.3879, 0.1173, 0, 23.33
9:44:28 AM, 50.35, 173.3879, 0.1124, 0, 22.74
9:44:29 AM, 50.16, 178.9810, 0.0782, 0, 24.11
9:44:30 AM, 50.16, 172.9884, 0.1222, 0, 23.33
